,Page_URL,Text,Crafting_Focus,,
T5_2H_IRONCLADEDSTAFF@1,https://albiononline2d.com/en/item/id/T5_2H_IRONCLADEDSTAFF@1,Crafting Requirements (2),5252,,
T4_SHOES_PLATE_SET1@1,https://albiononline2d.com/en/item/id/T4_SHOES_PLATE_SET1@1,Crafting Requirements (1),750,,
T4_2H_ARCANESTAFF_HELL@1,https://albiononline2d.com/en/item/id/T4_2H_ARCANESTAFF_HELL@1,Crafting Requirements (3),3001,,
T4_ARMOR_LEATHER_SET1@2,https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET1@2,Crafting Requirements (1),2626,,
T5_2H_CROSSBOWLARGE@4,﻿https://albiononline2d.com/en/item/id/T5_2H_CROSSBOWLARGE@4,Crafting Requirements (2),28148,,
T5_2H_ENIGMATICSTAFF,https://albiononline2d.com/en/item/id/T5_2H_ENIGMATICSTAFF,Crafting Requirements (2),3001,,
T4_2H_TWINSCYTHE_HELL@2,https://albiononline2d.com/en/item/id/T4_2H_TWINSCYTHE_HELL@2,Crafting Requirements (3),5252,,
T4_ARTEFACT_2H_DUALSCIMITAR_UNDEAD,https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_DUALSCIMITAR_UNDEAD,Crafting Requirements (1),,,
T4_SHOES_CLOTH_SET3@3,https://albiononline2d.com/en/item/id/T4_SHOES_CLOTH_SET3@3,Crafting Requirements (1),2298,,
T5_2H_IRONCLADEDSTAFF@2,https://albiononline2d.com/en/item/id/T5_2H_IRONCLADEDSTAFF@2,Crafting Requirements (2),9191,,
T4_2H_ARCANESTAFF_HELL@2,https://albiononline2d.com/en/item/id/T4_2H_ARCANESTAFF_HELL@2,Crafting Requirements (3),5252,,
T4_MAIN_SCIMITAR_MORGANA,https://albiononline2d.com/en/item/id/T4_MAIN_SCIMITAR_MORGANA,Crafting Requirements (3),1286,,
T4_ORE_LEVEL1,https://albiononline2d.com/en/item/id/T4_ORE_LEVEL1,Crafting Requirements (1),0,,
T5_2H_ENIGMATICSTAFF@1,https://albiononline2d.com/en/item/id/T5_2H_ENIGMATICSTAFF@1,Crafting Requirements (2),5252,,
T4_ARMOR_LEATHER_SET1@3,https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET1@3,Crafting Requirements (1),4596,,
T4_SHOES_CLOTH_SET3@4,https://albiononline2d.com/en/item/id/T4_SHOES_CLOTH_SET3@4,Crafting Requirements (1),4021,,
T5_2H_CURSEDSTAFF,https://albiononline2d.com/en/item/id/T5_2H_CURSEDSTAFF,Crafting Requirements (2),3001,,
T5_2H_IRONCLADEDSTAFF@3,https://albiononline2d.com/en/item/id/T5_2H_IRONCLADEDSTAFF@3,Crafting Requirements (2),16085,,
T4_MAIN_SCIMITAR_MORGANA@1,https://albiononline2d.com/en/item/id/T4_MAIN_SCIMITAR_MORGANA@1,Crafting Requirements (3),2251,,
T4_2H_TWINSCYTHE_HELL@3,https://albiononline2d.com/en/item/id/T4_2H_TWINSCYTHE_HELL@3,Crafting Requirements (3),9191,,
T4_SHOES_PLATE_SET1@2,https://albiononline2d.com/en/item/id/T4_SHOES_PLATE_SET1@2,Crafting Requirements (1),1313,,
T5_2H_LONGBOW_UNDEAD@4,https://albiononline2d.com/en/item/id/T5_2H_LONGBOW_UNDEAD@4,Crafting Requirements (2),28148,,
T4_MAIN_SCIMITAR_MORGANA@2,https://albiononline2d.com/en/item/id/T4_MAIN_SCIMITAR_MORGANA@2,Crafting Requirements (3),3939,,
T5_2H_IRONCLADEDSTAFF@4,https://albiononline2d.com/en/item/id/T5_2H_IRONCLADEDSTAFF@4,Crafting Requirements (2),28148,,
T5_2H_ENIGMATICSTAFF@2,https://albiononline2d.com/en/item/id/T5_2H_ENIGMATICSTAFF@2,Crafting Requirements (2),9191,,
T5_2H_GLACIALSTAFF@2,https://albiononline2d.com/en/item/id/T5_2H_GLACIALSTAFF@2,Crafting Requirements (2),9191,,
T4_SHOES_LEATHER_HELL,https://albiononline2d.com/en/item/id/T4_SHOES_LEATHER_HELL,Crafting Requirements (2),429,,
T4_ARTEFACT_2H_DUALSICKLE_UNDEAD,https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_DUALSICKLE_UNDEAD,Crafting Requirements (1),,,
T4_ORE_LEVEL2,https://albiononline2d.com/en/item/id/T4_ORE_LEVEL2,Crafting Requirements (1),0,,
T5_2H_CURSEDSTAFF@1,https://albiononline2d.com/en/item/id/T5_2H_CURSEDSTAFF@1,Crafting Requirements (2),5252,,
T5_2H_MACE,https://albiononline2d.com/en/item/id/T5_2H_MACE,Crafting Requirements (2),3001,,
T4_MAIN_SCIMITAR_MORGANA@3,https://albiononline2d.com/en/item/id/T4_MAIN_SCIMITAR_MORGANA@3,Crafting Requirements (3),6893,,
T5_2H_KNUCKLES_HELL,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_HELL,Crafting Requirements (3),3001,,
T4_SHOES_PLATE_SET1@3,https://albiononline2d.com/en/item/id/T4_SHOES_PLATE_SET1@3,Crafting Requirements (1),2298,,
T4_ORE_LEVEL3,https://albiononline2d.com/en/item/id/T4_ORE_LEVEL3,Crafting Requirements (1),0,,
T5_2H_MACE@1,https://albiononline2d.com/en/item/id/T5_2H_MACE@1,Crafting Requirements (2),5252,,
T4_ARMOR_LEATHER_SET1@4,https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET1@4,Crafting Requirements (1),8042,,
T5_2H_ENIGMATICSTAFF@3,https://albiononline2d.com/en/item/id/T5_2H_ENIGMATICSTAFF@3,Crafting Requirements (2),16085,,
T4_2H_TWINSCYTHE_HELL@4,https://albiononline2d.com/en/item/id/T4_2H_TWINSCYTHE_HELL@4,Crafting Requirements (3),16085,,
T4_MAIN_SCIMITAR_MORGANA@4,https://albiononline2d.com/en/item/id/T4_MAIN_SCIMITAR_MORGANA@4,Crafting Requirements (3),12064,,
T5_2H_KNUCKLES_HELL@1,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_HELL@1,Crafting Requirements (3),5252,,
T5_2H_GLACIALSTAFF@3,https://albiononline2d.com/en/item/id/T5_2H_GLACIALSTAFF@3,Crafting Requirements (2),16085,,
T4_SHOES_LEATHER_HELL@1,https://albiononline2d.com/en/item/id/T4_SHOES_LEATHER_HELL@1,Crafting Requirements (2),750,,
T5_2H_CURSEDSTAFF@2,https://albiononline2d.com/en/item/id/T5_2H_CURSEDSTAFF@2,Crafting Requirements (2),9191,,
T4_ARTEFACT_2H_ENIGMATICORB_MORGANA,https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_ENIGMATICORB_MORGANA,Crafting Requirements (1),,,
T4_MAIN_SPEAR,https://albiononline2d.com/en/item/id/T4_MAIN_SPEAR,Crafting Requirements (2),1286,,
T5_2H_KNUCKLES_HELL@2,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_HELL@2,Crafting Requirements (3),9191,,
T5_2H_ENIGMATICSTAFF@4,https://albiononline2d.com/en/item/id/T5_2H_ENIGMATICSTAFF@4,Crafting Requirements (2),28148,,
T4_SHOES_PLATE_SET1@4,https://albiononline2d.com/en/item/id/T4_SHOES_PLATE_SET1@4,Crafting Requirements (1),4021,,
T4_ARMOR_LEATHER_SET2,https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET2,Crafting Requirements (1),858,,
T5_2H_MACE@2,https://albiononline2d.com/en/item/id/T5_2H_MACE@2,Crafting Requirements (2),9191,,
T4_SHOES_LEATHER_HELL@2,https://albiononline2d.com/en/item/id/T4_SHOES_LEATHER_HELL@2,Crafting Requirements (2),1313,,
T4_2H_WARBOW,https://albiononline2d.com/en/item/id/T4_2H_WARBOW,Crafting Requirements (1),1715,,
T4_ORE_LEVEL4,https://albiononline2d.com/en/item/id/T4_ORE_LEVEL4,Crafting Requirements (1),,,
T5_2H_CURSEDSTAFF@3,https://albiononline2d.com/en/item/id/T5_2H_CURSEDSTAFF@3,Crafting Requirements (2),16085,,
T4_MAIN_SPEAR@1,https://albiononline2d.com/en/item/id/T4_MAIN_SPEAR@1,Crafting Requirements (2),2251,,
T5_2H_KNUCKLES_HELL@3,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_HELL@3,Crafting Requirements (3),16085,,
T5_2H_FIRESTAFF,https://albiononline2d.com/en/item/id/T5_2H_FIRESTAFF,Crafting Requirements (2),3001,,
T4_2H_WARBOW@1,https://albiononline2d.com/en/item/id/T4_2H_WARBOW@1,Crafting Requirements (1),3001,,
T4_PLANKS_LEVEL4,https://albiononline2d.com/en/item/id/T4_PLANKS_LEVEL4,Crafting Requirements (2),1,,
T4_SHOES_LEATHER_HELL@3,https://albiononline2d.com/en/item/id/T4_SHOES_LEATHER_HELL@3,Crafting Requirements (2),2298,,
T5_2H_MACE@3,https://albiononline2d.com/en/item/id/T5_2H_MACE@3,Crafting Requirements (2),16085,,
T5_2H_CURSEDSTAFF@4,https://albiononline2d.com/en/item/id/T5_2H_CURSEDSTAFF@4,Crafting Requirements (2),28148,,
T5_2H_KNUCKLES_HELL@4,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_HELL@4,Crafting Requirements (3),28148,,
T4_MAIN_SPEAR@2,https://albiononline2d.com/en/item/id/T4_MAIN_SPEAR@2,Crafting Requirements (2),3939,,
T5_2H_FIRESTAFF@1,https://albiononline2d.com/en/item/id/T5_2H_FIRESTAFF@1,Crafting Requirements (2),5252,,
T4_ARTEFACT_2H_FIRE_RINGPAIR_AVALON,https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_FIRE_RINGPAIR_AVALON,Crafting Requirements (1),,,
T4_POTION_HEAL,https://albiononline2d.com/en/item/id/T4_POTION_HEAL,Crafting Requirements (2),FALSE,,
T4_ARMOR_LEATHER_SET2@1,https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET2@1,Crafting Requirements (1),1501,,
T5_2H_KNUCKLES_KEEPER,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_KEEPER,Crafting Requirements (3),3001,,
T4_SHOES_LEATHER_HELL@4,https://albiononline2d.com/en/item/id/T4_SHOES_LEATHER_HELL@4,Crafting Requirements (2),4021,,
T4_MAIN_SPEAR@3,https://albiononline2d.com/en/item/id/T4_MAIN_SPEAR@3,Crafting Requirements (2),6893,,
T5_2H_FIRESTAFF@2,https://albiononline2d.com/en/item/id/T5_2H_FIRESTAFF@2,Crafting Requirements (2),9191,,
T5_2H_DAGGERPAIR,https://albiononline2d.com/en/item/id/T5_2H_DAGGERPAIR,Crafting Requirements (2),3001,,
T5_2H_MACE@4,https://albiononline2d.com/en/item/id/T5_2H_MACE@4,Crafting Requirements (2),28148,,
T5_2H_GLAIVE,https://albiononline2d.com/en/item/id/T5_2H_GLAIVE,Crafting Requirements (2),3001,,
T4_SHOES_PLATE_SET2,https://albiononline2d.com/en/item/id/T4_SHOES_PLATE_SET2,Crafting Requirements (1),429,,
T5_2H_KNUCKLES_KEEPER@1,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_KEEPER@1,Crafting Requirements (3),5252,,
T4_RANDOM_DUNGEON_SOLO_TOKEN_1,https://albiononline2d.com/en/item/id/T4_RANDOM_DUNGEON_SOLO_TOKEN_1,Crafting Requirements (0),,,
T4_SHOES_LEATHER_MORGANA,https://albiononline2d.com/en/item/id/T4_SHOES_LEATHER_MORGANA,Crafting Requirements (2),429,,
T4_ARMOR_LEATHER_SET2@2,https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET2@2,Crafting Requirements (1),2626,,
T5_2H_SKULLORB_HELL@2,https://albiononline2d.com/en/item/id/T5_2H_SKULLORB_HELL@2,Crafting Requirements (3),9191,,
T4_MAIN_SPEAR@4,https://albiononline2d.com/en/item/id/T4_MAIN_SPEAR@4,Crafting Requirements (2),12064,,
T5_2H_FIRESTAFF@3,https://albiononline2d.com/en/item/id/T5_2H_FIRESTAFF@3,Crafting Requirements (2),16085,,
T4_ARTEFACT_2H_FIRESTAFF_HELL,https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_FIRESTAFF_HELL,Crafting Requirements (1),,,
T4_SHOES_LEATHER_MORGANA@1,https://albiononline2d.com/en/item/id/T4_SHOES_LEATHER_MORGANA@1,Crafting Requirements (2),750,,
T5_2H_KNUCKLES_KEEPER@2,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_KEEPER@2,Crafting Requirements (3),9191,,
T5_2H_DAGGERPAIR@1,https://albiononline2d.com/en/item/id/T5_2H_DAGGERPAIR@1,Crafting Requirements (2),5252,,
T5_2H_FIRESTAFF@4,https://albiononline2d.com/en/item/id/T5_2H_FIRESTAFF@4,Crafting Requirements (2),28148,,
T4_ARTEFACT_2H_HALBERD_MORGANA,https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_HALBERD_MORGANA,Crafting Requirements (1),,,
T4_SHOES_PLATE_SET2@1,https://albiononline2d.com/en/item/id/T4_SHOES_PLATE_SET2@1,Crafting Requirements (1),750,,
T5_2H_SKULLORB_HELL@3,https://albiononline2d.com/en/item/id/T5_2H_SKULLORB_HELL@3,Crafting Requirements (3),16085,,
T5_ARMOR_CLOTH_SET2@3,https://albiononline2d.com/en/item/id/T5_ARMOR_CLOTH_SET2@3,Crafting Requirements (1),8042,,
T5_2H_KNUCKLES_KEEPER@3,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_KEEPER@3,Crafting Requirements (3),16085,,
T4_RANDOM_DUNGEON_SOLO_TOKEN_2,https://albiononline2d.com/en/item/id/T4_RANDOM_DUNGEON_SOLO_TOKEN_2,Crafting Requirements (0),,,
T5_2H_DAGGERPAIR@2,https://albiononline2d.com/en/item/id/T5_2H_DAGGERPAIR@2,Crafting Requirements (2),9191,,
T5_2H_NATURESTAFF,https://albiononline2d.com/en/item/id/T5_2H_NATURESTAFF,Crafting Requirements (2),3001,,
T5_2H_FIRESTAFF_HELL,https://albiononline2d.com/en/item/id/T5_2H_FIRESTAFF_HELL,Crafting Requirements (3),3001,,
T5_ARMOR_PLATE_UNDEAD@2,https://albiononline2d.com/en/item/id/T5_ARMOR_PLATE_UNDEAD@2,Crafting Requirements (2),4596,,
T5_2H_KNUCKLES_KEEPER@4,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_KEEPER@4,Crafting Requirements (3),28148,,
T4_RANDOM_DUNGEON_SOLO_TOKEN_3,https://albiononline2d.com/en/item/id/T4_RANDOM_DUNGEON_SOLO_TOKEN_3,Crafting Requirements (0),,,
T4_ARTEFACT_2H_HAMMER_AVALON,https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_HAMMER_AVALON,Crafting Requirements (1),,,
T5_ARMOR_CLOTH_SET2@4,https://albiononline2d.com/en/item/id/T5_ARMOR_CLOTH_SET2@4,Crafting Requirements (1),14074,,
T5_2H_NATURESTAFF@1,https://albiononline2d.com/en/item/id/T5_2H_NATURESTAFF@1,Crafting Requirements (2),5252,,
T4_SHOES_PLATE_SET2@2,https://albiononline2d.com/en/item/id/T4_SHOES_PLATE_SET2@2,Crafting Requirements (1),1313,,
T5_2H_KNUCKLES_SET1,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_SET1,Crafting Requirements (2),3001,,
T5_2H_SKULLORB_HELL@4,https://albiononline2d.com/en/item/id/T5_2H_SKULLORB_HELL@4,Crafting Requirements (3),28148,,
T4_ARTEFACT_2H_HAMMER_UNDEAD,https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_HAMMER_UNDEAD,Crafting Requirements (1),,,
T5_2H_DAGGERPAIR@3,https://albiononline2d.com/en/item/id/T5_2H_DAGGERPAIR@3,Crafting Requirements (2),16085,,
T5_2H_GLAIVE@1,https://albiononline2d.com/en/item/id/T5_2H_GLAIVE@1,Crafting Requirements (2),5252,,
T5_2H_FIRESTAFF_HELL@1,https://albiononline2d.com/en/item/id/T5_2H_FIRESTAFF_HELL@1,Crafting Requirements (3),5252,,
T5_2H_NATURESTAFF@2,https://albiononline2d.com/en/item/id/T5_2H_NATURESTAFF@2,Crafting Requirements (2),9191,,
T5_ARMOR_PLATE_UNDEAD@3,https://albiononline2d.com/en/item/id/T5_ARMOR_PLATE_UNDEAD@3,Crafting Requirements (2),8042,,
T5_ARTEFACT_HEAD_LEATHER_HELL,https://albiononline2d.com/en/item/id/T5_ARTEFACT_HEAD_LEATHER_HELL,Crafting Requirements (1),,,
T5_2H_KNUCKLES_SET1@1,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_SET1@1,Crafting Requirements (2),5252,,
T5_2H_NATURESTAFF@3,https://albiononline2d.com/en/item/id/T5_2H_NATURESTAFF@3,Crafting Requirements (2),16085,,
T5_2H_FIRESTAFF_HELL@2,https://albiononline2d.com/en/item/id/T5_2H_FIRESTAFF_HELL@2,Crafting Requirements (3),9191,,
T5_2H_DAGGERPAIR@4,https://albiononline2d.com/en/item/id/T5_2H_DAGGERPAIR@4,Crafting Requirements (2),28148,,
T5_2H_TOOL_FISHINGROD,https://albiononline2d.com/en/item/id/T5_2H_TOOL_FISHINGROD,Crafting Requirements (2),750,,
T4_MAIN_SPEAR_KEEPER,https://albiononline2d.com/en/item/id/T4_MAIN_SPEAR_KEEPER,Crafting Requirements (3),1286,,
T5_ARMOR_CLOTH_SET3,https://albiononline2d.com/en/item/id/T5_ARMOR_CLOTH_SET3,Crafting Requirements (1),1501,,
T5_BAG@3,https://albiononline2d.com/en/item/id/T5_BAG@3,Crafting Requirements (2),8042,,
T5_ARMOR_PLATE_UNDEAD@4,https://albiononline2d.com/en/item/id/T5_ARMOR_PLATE_UNDEAD@4,Crafting Requirements (2),14074,,
T5_2H_NATURESTAFF@4,https://albiononline2d.com/en/item/id/T5_2H_NATURESTAFF@4,Crafting Requirements (2),28148,,
T5_ARTEFACT_HEAD_LEATHER_MORGANA,https://albiononline2d.com/en/item/id/T5_ARTEFACT_HEAD_LEATHER_MORGANA,Crafting Requirements (1),,,
T5_2H_FIRESTAFF_HELL@3,https://albiononline2d.com/en/item/id/T5_2H_FIRESTAFF_HELL@3,Crafting Requirements (3),16085,,
T5_2H_KNUCKLES_SET1@2,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_SET1@2,Crafting Requirements (2),9191,,
T5_2H_TOOL_FISHINGROD_AVALON,https://albiononline2d.com/en/item/id/T5_2H_TOOL_FISHINGROD_AVALON,Crafting Requirements (3),750,,
T4_MAIN_SWORD,https://albiononline2d.com/en/item/id/T4_MAIN_SWORD,Crafting Requirements (2),1286,,
T5_2H_DEMONICSTAFF,https://albiononline2d.com/en/item/id/T5_2H_DEMONICSTAFF,Crafting Requirements (2),3001,,
T4_MAIN_SWORD@1,https://albiononline2d.com/en/item/id/T4_MAIN_SWORD@1,Crafting Requirements (2),2251,,
T4_SHOES_PLATE_SET2@3,https://albiononline2d.com/en/item/id/T4_SHOES_PLATE_SET2@3,Crafting Requirements (1),2298,,
T5_2H_NATURESTAFF_HELL,https://albiononline2d.com/en/item/id/T5_2H_NATURESTAFF_HELL,Crafting Requirements (3),3001,,
T5_BAG@4,https://albiononline2d.com/en/item/id/T5_BAG@4,Crafting Requirements (2),14074,,
T5_ARTEFACT_2H_ARCANE_RINGPAIR_AVALON,https://albiononline2d.com/en/item/id/T5_ARTEFACT_2H_ARCANE_RINGPAIR_AVALON,Crafting Requirements (1),,,
T5_2H_TOOL_HAMMER,https://albiononline2d.com/en/item/id/T5_2H_TOOL_HAMMER,Crafting Requirements (2),750,,
T5_2H_FIRESTAFF_HELL@4,https://albiononline2d.com/en/item/id/T5_2H_FIRESTAFF_HELL@4,Crafting Requirements (3),28148,,
T5_ARTEFACT_HEAD_LEATHER_UNDEAD,https://albiononline2d.com/en/item/id/T5_ARTEFACT_HEAD_LEATHER_UNDEAD,Crafting Requirements (1),,,
T5_2H_KNUCKLES_SET1@3,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_SET1@3,Crafting Requirements (2),16085,,
T5_ARMOR_CLOTH_SET3@1,https://albiononline2d.com/en/item/id/T5_ARMOR_CLOTH_SET3@1,Crafting Requirements (1),2626,,
T5_2H_DEMONICSTAFF@1,https://albiononline2d.com/en/item/id/T5_2H_DEMONICSTAFF@1,Crafting Requirements (2),5252,,
T5_2H_NATURESTAFF_HELL@1,https://albiononline2d.com/en/item/id/T5_2H_NATURESTAFF_HELL@1,Crafting Requirements (3),5252,,
T5_BAG_INSIGHT,https://albiononline2d.com/en/item/id/T5_BAG_INSIGHT,Crafting Requirements (3),1501,,
T5_2H_TOOL_HAMMER_AVALON,https://albiononline2d.com/en/item/id/T5_2H_TOOL_HAMMER_AVALON,Crafting Requirements (3),750,,
T5_2H_NATURESTAFF_HELL@2,https://albiononline2d.com/en/item/id/T5_2H_NATURESTAFF_HELL@2,Crafting Requirements (3),9191,,
T5_ARTEFACT_2H_ARCANESTAFF_HELL,https://albiononline2d.com/en/item/id/T5_ARTEFACT_2H_ARCANESTAFF_HELL,Crafting Requirements (1),,,
T5_2H_GLAIVE@2,https://albiononline2d.com/en/item/id/T5_2H_GLAIVE@2,Crafting Requirements (2),9191,,
T5_2H_FLAIL,https://albiononline2d.com/en/item/id/T5_2H_FLAIL,Crafting Requirements (2),3001,,
T5_ARTEFACT_HEAD_PLATE_AVALON,https://albiononline2d.com/en/item/id/T5_ARTEFACT_HEAD_PLATE_AVALON,Crafting Requirements (1),,,
T5_2H_DEMONICSTAFF@2,https://albiononline2d.com/en/item/id/T5_2H_DEMONICSTAFF@2,Crafting Requirements (2),9191,,
T5_2H_NATURESTAFF_HELL@3,https://albiononline2d.com/en/item/id/T5_2H_NATURESTAFF_HELL@3,Crafting Requirements (3),16085,,
T5_BAG_INSIGHT@1,https://albiononline2d.com/en/item/id/T5_BAG_INSIGHT@1,Crafting Requirements (3),2626,,
T5_FARM_GREYWOLF_FW_CAERLEON_BABY,https://albiononline2d.com/en/item/id/T5_FARM_GREYWOLF_FW_CAERLEON_BABY,Crafting Requirements (0),,,
T5_2H_TOOL_KNIFE,https://albiononline2d.com/en/item/id/T5_2H_TOOL_KNIFE,Crafting Requirements (2),750,,
T5_ARMOR_CLOTH_SET3@2,https://albiononline2d.com/en/item/id/T5_ARMOR_CLOTH_SET3@2,Crafting Requirements (1),4596,,
T4_SHOES_PLATE_SET2@4,https://albiononline2d.com/en/item/id/T4_SHOES_PLATE_SET2@4,Crafting Requirements (1),4021,,
T5_2H_KNUCKLES_SET1@4,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_SET1@4,Crafting Requirements (2),28148,,
T5_ARTEFACT_2H_AXE_AVALON,https://albiononline2d.com/en/item/id/T5_ARTEFACT_2H_AXE_AVALON,Crafting Requirements (1),,,
T5_2H_FLAIL@1,https://albiononline2d.com/en/item/id/T5_2H_FLAIL@1,Crafting Requirements (2),5252,,
,https://albiononline2d.com/en/item/id/T5_FARM_GREYWOLF_FW_CAERLEON_GROWN,Used In (1),,,
T5_2H_TOOL_KNIFE_AVALON,https://albiononline2d.com/en/item/id/T5_2H_TOOL_KNIFE_AVALON,Crafting Requirements (3),750,,
T5_ARTEFACT_HEAD_PLATE_FEY,https://albiononline2d.com/en/item/id/T5_ARTEFACT_HEAD_PLATE_FEY,Crafting Requirements (1),,,
T5_2H_GLAIVE@3,https://albiononline2d.com/en/item/id/T5_2H_GLAIVE@3,Crafting Requirements (2),9191,,
T5_2H_DEMONICSTAFF@3,https://albiononline2d.com/en/item/id/T5_2H_DEMONICSTAFF@3,Crafting Requirements (2),16085,,
T5_BAG_INSIGHT@2,https://albiononline2d.com/en/item/id/T5_BAG_INSIGHT@2,Crafting Requirements (3),4596,,
T5_2H_NATURESTAFF_HELL@4,https://albiononline2d.com/en/item/id/T5_2H_NATURESTAFF_HELL@4,Crafting Requirements (3),28148,,
T5_2H_FLAIL@1,https://albiononline2d.com/en/item/id/T5_2H_FLAIL@1,Crafting Requirements (2),,,
T5_2H_TOOL_PICK,https://albiononline2d.com/en/item/id/T5_2H_TOOL_PICK,Crafting Requirements (2),750,,
T5_2H_KNUCKLES_SET2,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_SET2,Crafting Requirements (2),3001,,
T5_2H_POLEHAMMER,https://albiononline2d.com/en/item/id/T5_2H_POLEHAMMER,Crafting Requirements (2),3001,,
T5_ARTEFACT_2H_CLAYMORE_AVALON,https://albiononline2d.com/en/item/id/T5_ARTEFACT_2H_CLAYMORE_AVALON,Crafting Requirements (1),,,
T5_BAG_INSIGHT@3,https://albiononline2d.com/en/item/id/T5_BAG_INSIGHT@3,Crafting Requirements (3),8042,,
T5_2H_FLAIL@2,https://albiononline2d.com/en/item/id/T5_2H_FLAIL@2,Crafting Requirements (2),,,
T5_2H_DEMONICSTAFF@4,https://albiononline2d.com/en/item/id/T5_2H_DEMONICSTAFF@4,Crafting Requirements (2),28148,,
T5_FARM_HORSE_BABY,https://albiononline2d.com/en/item/id/T5_FARM_HORSE_BABY,Crafting Requirements (0),TRUE,,
T5_ARTEFACT_HEAD_PLATE_HELL,https://albiononline2d.com/en/item/id/T5_ARTEFACT_HEAD_PLATE_HELL,Crafting Requirements (1),,,
T5_ARMOR_CLOTH_SET3@3,https://albiononline2d.com/en/item/id/T5_ARMOR_CLOTH_SET3@3,Crafting Requirements (1),8042,,
T5_2H_TOOL_PICK_AVALON,https://albiononline2d.com/en/item/id/T5_2H_TOOL_PICK_AVALON,Crafting Requirements (3),750,,
,https://albiononline2d.com/en/item/id/T5_FARM_HORSE_GROWN,Used In (2),,,
T5_2H_KNUCKLES_SET2@1,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_SET2@1,Crafting Requirements (2),5252,,
T5_BAG_INSIGHT@4,https://albiononline2d.com/en/item/id/T5_BAG_INSIGHT@4,Crafting Requirements (3),14074,,
T5_ARTEFACT_2H_CLEAVER_HELL,https://albiononline2d.com/en/item/id/T5_ARTEFACT_2H_CLEAVER_HELL,Crafting Requirements (1),,,
T5_2H_POLEHAMMER@1,https://albiononline2d.com/en/item/id/T5_2H_POLEHAMMER@1,Crafting Requirements (2),5252,,
T5_2H_DIVINESTAFF,https://albiononline2d.com/en/item/id/T5_2H_DIVINESTAFF,Crafting Requirements (2),3001,,
T5_ARTEFACT_HEAD_PLATE_KEEPER,https://albiononline2d.com/en/item/id/T5_ARTEFACT_HEAD_PLATE_KEEPER,Crafting Requirements (1),,,
,https://albiononline2d.com/en/item/id/T5_CABBAGE,Used In (80),,,
T5_2H_FLAIL@3,https://albiononline2d.com/en/item/id/T5_2H_FLAIL@3,Crafting Requirements (2),16085,,
T5_2H_TOOL_SIEGEHAMMER,https://albiononline2d.com/en/item/id/T5_2H_TOOL_SIEGEHAMMER,Crafting Requirements (2),1501,,
T4_SHOES_PLATE_SET3,https://albiononline2d.com/en/item/id/T4_SHOES_PLATE_SET3,Crafting Requirements (1),429,,
T5_2H_KNUCKLES_SET2@2,https://albiononline2d.com/en/item/id/T5_2H_KNUCKLES_SET2@2,Crafting Requirements (2),9191,,
T5_ARMOR_CLOTH_SET3@4,https://albiononline2d.com/en/item/id/T5_ARMOR_CLOTH_SET3@4,Crafting Requirements (1),14074,,
T5_2H_TOOL_SIEGEHAMMER_AVALON,https://albiononline2d.com/en/item/id/T5_2H_TOOL_SIEGEHAMMER_AVALON,Crafting Requirements (3),1501,,
T5_2H_GLAIVE@4,https://albiononline2d.com/en/item/id/T5_2H_GLAIVE@4,Crafting Requirements (2),28148,,
T5_ARTEFACT_2H_COMBATSTAFF_MORGANA,https://albiononline2d.com/en/item/id/T5_ARTEFACT_2H_COMBATSTAFF_MORGANA,Crafting Requirements (1),,,
T5_2H_DIVINESTAFF@1,https://albiononline2d.com/en/item/id/T5_2H_DIVINESTAFF@1,Crafting Requirements (2),5252,,
