,Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount
467,T4_2H_REPEATINGCROSSBOW_UNDEAD@3,https://render.albiononline.com/v1/item/T4_2H_REPEATINGCROSSBOW_UNDEAD@3,Adept's Weeping Repeater ,,9191,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL3,Exceptional Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL3,Exceptional Steel Bar,12,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_REPEATINGCROSSBOW_UNDEAD,Adept's Lost Crossbow Mechanism,1,,,,,,
468,T4_2H_REPEATINGCROSSBOW_UNDEAD@4,https://render.albiononline.com/v1/item/T4_2H_REPEATINGCROSSBOW_UNDEAD@4,Adept's Weeping Repeater ,,16085,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL4,Pristine Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL4,Pristine Steel Bar,12,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_REPEATINGCROSSBOW_UNDEAD,Adept's Lost Crossbow Mechanism,1,,,,,,
469,T4_2H_SCYTHE_HELL,https://render.albiononline.com/v1/item/T4_2H_SCYTHE_HELL,Adept's Infernal Scythe ,,1715,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,12,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,20,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_SCYTHE_HELL,Adept's Hellish Sicklehead,1,,,,,,
470,T4_2H_SCYTHE_HELL@1,https://render.albiononline.com/v1/item/T4_2H_SCYTHE_HELL@1,Adept's Infernal Scythe ,,3001,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL1,Uncommon Pine Planks,12,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL1,Uncommon Steel Bar,20,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_SCYTHE_HELL,Adept's Hellish Sicklehead,1,,,,,,
471,T4_2H_SCYTHE_HELL@2,https://render.albiononline.com/v1/item/T4_2H_SCYTHE_HELL@2,Adept's Infernal Scythe ,,5252,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL2,Rare Pine Planks,12,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL2,Rare Steel Bar,20,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_SCYTHE_HELL,Adept's Hellish Sicklehead,1,,,,,,
472,T4_2H_SCYTHE_HELL@3,https://render.albiononline.com/v1/item/T4_2H_SCYTHE_HELL@3,Adept's Infernal Scythe ,,9191,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL3,Exceptional Pine Planks,12,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL3,Exceptional Steel Bar,20,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_SCYTHE_HELL,Adept's Hellish Sicklehead,1,,,,,,
473,T4_2H_SCYTHE_HELL@4,https://render.albiononline.com/v1/item/T4_2H_SCYTHE_HELL@4,Adept's Infernal Scythe ,,16085,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL4,Pristine Pine Planks,12,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL4,Pristine Steel Bar,20,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_SCYTHE_HELL,Adept's Hellish Sicklehead,1,,,,,,
474,T4_2H_SKULLORB_HELL,https://render.albiononline.com/v1/item/T4_2H_SKULLORB_HELL,Adept's Cursed Skull ,,1715,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,12,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_SKULLORB_HELL,Adept's Cursed Jawbone,1,,,,,,
475,T4_2H_SKULLORB_HELL@1,https://render.albiononline.com/v1/item/T4_2H_SKULLORB_HELL@1,Adept's Cursed Skull ,,3001,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL1,Uncommon Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL1,Uncommon Steel Bar,12,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_SKULLORB_HELL,Adept's Cursed Jawbone,1,,,,,,
476,T4_2H_SKULLORB_HELL@2,https://render.albiononline.com/v1/item/T4_2H_SKULLORB_HELL@2,Adept's Cursed Skull ,,5252,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL2,Rare Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL2,Rare Steel Bar,12,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_SKULLORB_HELL,Adept's Cursed Jawbone,1,,,,,,
477,T4_2H_SKULLORB_HELL@3,https://render.albiononline.com/v1/item/T4_2H_SKULLORB_HELL@3,Adept's Cursed Skull ,,9191,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL3,Exceptional Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL3,Exceptional Steel Bar,12,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_SKULLORB_HELL,Adept's Cursed Jawbone,1,,,,,,
478,T4_2H_SKULLORB_HELL@4,https://render.albiononline.com/v1/item/T4_2H_SKULLORB_HELL@4,Adept's Cursed Skull ,,16085,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL4,Pristine Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL4,Pristine Steel Bar,12,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_SKULLORB_HELL,Adept's Cursed Jawbone,1,,,,,,
479,T4_2H_SPEAR,https://render.albiononline.com/v1/item/T4_2H_SPEAR,Adept's Pike ,,1715,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,12,,,,,,,,,
480,T4_2H_SPEAR@1,https://render.albiononline.com/v1/item/T4_2H_SPEAR@1,Adept's Pike ,,3001,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL1,Uncommon Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL1,Uncommon Steel Bar,12,,,,,,,,,
481,T4_2H_SPEAR@2,https://render.albiononline.com/v1/item/T4_2H_SPEAR@2,Adept's Pike ,,5252,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL2,Rare Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL2,Rare Steel Bar,12,,,,,,,,,
482,T4_2H_SPEAR@3,https://render.albiononline.com/v1/item/T4_2H_SPEAR@3,Adept's Pike ,,9191,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL3,Exceptional Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL3,Exceptional Steel Bar,12,,,,,,,,,
483,T4_2H_SPEAR@4,https://render.albiononline.com/v1/item/T4_2H_SPEAR@4,Adept's Pike ,,16085,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL4,Pristine Pine Planks,20,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL4,Pristine Steel Bar,12,,,,,,,,,
484,T4_2H_TOOL_AXE,https://render.albiononline.com/v1/item/T4_2H_TOOL_AXE,Adept's Axe ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,2,,,,,,,,,
485,T4_2H_TOOL_AXE_AVALON,https://render.albiononline.com/v1/item/T4_2H_TOOL_AXE_AVALON,Adept's Avalonian Axe ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,2,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,20,,,,,,
486,T4_2H_TOOL_FISHINGROD,https://render.albiononline.com/v1/item/T4_2H_TOOL_FISHINGROD,Adept's Fishing Rod ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,2,,,,,,,,,
487,T4_2H_TOOL_FISHINGROD_AVALON,https://render.albiononline.com/v1/item/T4_2H_TOOL_FISHINGROD_AVALON,Adept's Avalonian Fishing Rod ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,2,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,20,,,,,,
488,T4_2H_TOOL_HAMMER,https://render.albiononline.com/v1/item/T4_2H_TOOL_HAMMER,Adept's Stone Hammer ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,2,,,,,,,,,
489,T4_2H_TOOL_HAMMER_AVALON,https://render.albiononline.com/v1/item/T4_2H_TOOL_HAMMER_AVALON,Adept's Avalonian Stone Hammer ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,2,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,20,,,,,,
490,T4_2H_TOOL_KNIFE,https://render.albiononline.com/v1/item/T4_2H_TOOL_KNIFE,Adept's Skinning Knife ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,2,,,,,,,,,
491,T4_2H_TOOL_KNIFE_AVALON,https://render.albiononline.com/v1/item/T4_2H_TOOL_KNIFE_AVALON,Adept's Avalonian Skinning Knife ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,2,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,20,,,,,,
492,T4_2H_TOOL_PICK,https://render.albiononline.com/v1/item/T4_2H_TOOL_PICK,Adept's Pickaxe ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,2,,,,,,,,,
493,T4_2H_TOOL_PICK_AVALON,https://render.albiononline.com/v1/item/T4_2H_TOOL_PICK_AVALON,Adept's Avalonian Pickaxe ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,2,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,20,,,,,,
494,T4_2H_TOOL_PICK_AVALON,https://render.albiononline.com/v1/item/T4_2H_TOOL_PICK_AVALON,Adept's Avalonian Pickaxe ,,429,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,6,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,2,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,20,,,,,,
495,T4_2H_TOOL_SIEGEHAMMER,https://render.albiononline.com/v1/item/T4_2H_TOOL_SIEGEHAMMER,Adept's Demolition Hammer ,,858,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,8,https://render.albiononline.com/v1/item/T4_STONEBLOCK,Travertine Block,8,,,,,,,,,
496,T4_2H_TOOL_SIEGEHAMMER_AVALON,https://render.albiononline.com/v1/item/T4_2H_TOOL_SIEGEHAMMER_AVALON,Adept's Avalonian Demolition Hammer ,,858,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,8,https://render.albiononline.com/v1/item/T4_STONEBLOCK,Travertine Block,8,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,20,,,,,,
497,T4_2H_TWINSCYTHE_HELL,https://render.albiononline.com/v1/item/T4_2H_TWINSCYTHE_HELL,Adept's Soulscythe ,,1715,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,12,https://render.albiononline.com/v1/item/T4_LEATHER,Worked Leather,20,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_TWINSCYTHE_HELL,Adept's Hellish Sicklehead Pair,1,,,,,,
498,T4_2H_TWINSCYTHE_HELL@1,https://render.albiononline.com/v1/item/T4_2H_TWINSCYTHE_HELL@1,Adept's Soulscythe ,,3001,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL1,Uncommon Steel Bar,12,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL1,Uncommon Worked Leather,20,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_TWINSCYTHE_HELL,Adept's Hellish Sicklehead Pair,1,,,,,,
499,T4_2H_TWINSCYTHE_HELL@2,https://render.albiononline.com/v1/item/T4_2H_TWINSCYTHE_HELL@2,Adept's Soulscythe ,,5252,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL2,Rare Steel Bar,12,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL2,Rare Worked Leather,20,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_TWINSCYTHE_HELL,Adept's Hellish Sicklehead Pair,1,,,,,,
500,T4_2H_TWINSCYTHE_HELL@3,https://render.albiononline.com/v1/item/T4_2H_TWINSCYTHE_HELL@3,Adept's Soulscythe ,,9191,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL3,Exceptional Steel Bar,12,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL3,Exceptional Worked Leather,20,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_TWINSCYTHE_HELL,Adept's Hellish Sicklehead Pair,1,,,,,,
501,T4_2H_TWINSCYTHE_HELL@4,https://render.albiononline.com/v1/item/T4_2H_TWINSCYTHE_HELL@4,Adept's Soulscythe ,,16085,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL4,Pristine Steel Bar,12,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL4,Pristine Worked Leather,20,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_TWINSCYTHE_HELL,Adept's Hellish Sicklehead Pair,1,,,,,,
502,T4_2H_WARBOW,https://render.albiononline.com/v1/item/T4_2H_WARBOW,Adept's Warbow ,,1715,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,32,,,,,,,,,,,,
503,T4_2H_WARBOW@1,https://render.albiononline.com/v1/item/T4_2H_WARBOW@1,Adept's Warbow ,,3001,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL1,Uncommon Pine Planks,32,,,,,,,,,,,,
504,T4_2H_WARBOW@2,https://render.albiononline.com/v1/item/T4_2H_WARBOW@2,Adept's Warbow ,,5252,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL2,Rare Pine Planks,32,,,,,,,,,,,,
505,T4_2H_WARBOW@3,https://render.albiononline.com/v1/item/T4_2H_WARBOW@3,Adept's Warbow ,,9191,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL3,Exceptional Pine Planks,32,,,,,,,,,,,,
506,T4_2H_WARBOW@4,https://render.albiononline.com/v1/item/T4_2H_WARBOW@4,Adept's Warbow ,,16085,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL4,Pristine Pine Planks,32,,,,,,,,,,,,
507,T4_2H_WILDSTAFF,https://render.albiononline.com/v1/item/T4_2H_WILDSTAFF,Adept's Wild Staff ,,1715,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,20,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,12,,,,,,,,,
508,T4_2H_WILDSTAFF@1,https://render.albiononline.com/v1/item/T4_2H_WILDSTAFF@1,Adept's Wild Staff ,,3001,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,20,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,12,,,,,,,,,
509,T4_2H_WILDSTAFF@2,https://render.albiononline.com/v1/item/T4_2H_WILDSTAFF@2,Adept's Wild Staff ,,5252,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL2,Rare Pine Planks,20,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,12,,,,,,,,,
510,T4_2H_WILDSTAFF@3,https://render.albiononline.com/v1/item/T4_2H_WILDSTAFF@3,Adept's Wild Staff ,,5252,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL3,Exceptional Pine Planks,20,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,12,,,,,,,,,
511,T4_2H_WILDSTAFF@4,https://render.albiononline.com/v1/item/T4_2H_WILDSTAFF@4,Adept's Wild Staff ,,16085,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL4,Pristine Pine Planks,20,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,12,,,,,,,,,
512,T4_ARMOR_CLOTH_HELL,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_HELL,Adept's Fiend Robe ,,858,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_CLOTH_HELL,Adept's Infernal Cloth Folds,1,,,,,,,,,
513,T4_ARMOR_CLOTH_HELL@1,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_HELL@1,Adept's Fiend Robe ,,1501,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_CLOTH_HELL,Adept's Infernal Cloth Folds,1,,,,,,,,,
514,T4_ARMOR_CLOTH_HELL@2,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_HELL@2,Adept's Fiend Robe ,,2626,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_CLOTH_HELL,Adept's Infernal Cloth Folds,1,,,,,,,,,
515,T4_ARMOR_CLOTH_HELL@3,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_HELL@3,Adept's Fiend Robe ,,4596,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_CLOTH_HELL,Adept's Infernal Cloth Folds,1,,,,,,,,,
516,T4_ARMOR_CLOTH_HELL@4,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_HELL@4,Adept's Fiend Robe ,,8042,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_CLOTH_HELL,Adept's Infernal Cloth Folds,1,,,,,,,,,
517,T4_ARMOR_CLOTH_KEEPER,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_KEEPER,Adept's Druid Robe ,,858,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_CLOTH_KEEPER,Adept's Druidic Feathers,1,,,,,,,,,
518,T4_ARMOR_CLOTH_KEEPER@1,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_KEEPER@1,Adept's Druid Robe ,,1501,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_CLOTH_KEEPER,Adept's Druidic Feathers,1,,,,,,,,,
519,T4_ARMOR_CLOTH_KEEPER@2,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_KEEPER@2,Adept's Druid Robe ,,2626,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_CLOTH_KEEPER,Adept's Druidic Feathers,1,,,,,,,,,
520,T4_ARMOR_CLOTH_KEEPER@3,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_KEEPER@3,Adept's Druid Robe ,,4596,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_CLOTH_KEEPER,Adept's Druidic Feathers,1,,,,,,,,,
521,T4_ARMOR_CLOTH_KEEPER@4,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_KEEPER@4,Adept's Druid Robe ,,8042,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_CLOTH_KEEPER,Adept's Druidic Feathers,1,,,,,,,,,
522,T4_ARMOR_CLOTH_SET1,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET1,Adept's Scholar Robe ,,858,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,16,,,,,,,,,,,,
523,T4_ARMOR_CLOTH_SET1@1,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET1@1,Adept's Scholar Robe ,,1501,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,16,,,,,,,,,,,,
524,T4_ARMOR_CLOTH_SET1@2,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET1@2,Adept's Scholar Robe ,,4596,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,16,,,,,,,,,,,,
525,T4_ARMOR_CLOTH_SET1@3,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET1@3,Adept's Scholar Robe ,,4596,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,16,,,,,,,0,0,0,,,
526,T4_ARMOR_CLOTH_SET1@4,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET1@4,Adept's Scholar Robe ,,8042,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,16,,,,,,,,,,,,
527,T4_ARMOR_CLOTH_SET2,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET2,Adept's Cleric Robe ,,858,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,16,,,,,,,,,,,,
528,T4_ARMOR_CLOTH_SET2@1,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET2@1,Adept's Cleric Robe ,,1501,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,16,,,,,,,,,,,,
529,T4_ARMOR_CLOTH_SET2@2,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET2@2,Adept's Cleric Robe ,,2626,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,16,,,,,,,,,,,,
530,T4_ARMOR_CLOTH_SET2@3,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET2@3,Adept's Cleric Robe ,,4596,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,16,,,,,,,,,,,,
531,T4_ARMOR_CLOTH_SET2@4,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET2@4,Adept's Cleric Robe ,,8042,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,16,,,,,,,,,,,,
532,T4_ARMOR_CLOTH_SET3,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET3,Adept's Mage Robe ,,858,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,16,,,,,,,,,,,,
533,T4_ARMOR_CLOTH_SET3@1,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET3@1,Adept's Mage Robe ,,1501,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,16,,,,,,,,,,,,
534,T4_ARMOR_CLOTH_SET3@2,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET3@2,Adept's Mage Robe ,,2626,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,16,,,,,,,,,,,,
535,T4_ARMOR_CLOTH_SET3@3,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET3@3,Adept's Mage Robe ,,4596,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,16,,,,,,,,,,,,
536,T4_ARMOR_CLOTH_SET3@4,https://render.albiononline.com/v1/item/T4_ARMOR_CLOTH_SET3@4,Adept's Mage Robe ,,8042,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,16,,,,,,,,,,,,
537,T4_ARMOR_LEATHER_HELL,https://render.albiononline.com/v1/item/T4_ARMOR_LEATHER_HELL,Adept's Hellion Jacket ,,858,https://render.albiononline.com/v1/item/T4_LEATHER,Worked Leather,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_LEATHER_HELL,Adept's Demonhide Leather,1,,,,,,,,,
538,T4_ARMOR_LEATHER_HELL@1,https://render.albiononline.com/v1/item/T4_ARMOR_LEATHER_HELL@1,Adept's Hellion Jacket ,,1501,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL1,Uncommon Worked Leather,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_LEATHER_HELL,Adept's Demonhide Leather,1,,,,,,,,,
539,T4_ARMOR_LEATHER_HELL@2,https://render.albiononline.com/v1/item/T4_ARMOR_LEATHER_HELL@2,Adept's Hellion Jacket ,,1501,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL2,Rare Worked Leather,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_LEATHER_HELL,Adept's Demonhide Leather,1,,,,,,,,,
540,T4_ARMOR_LEATHER_HELL@3,https://render.albiononline.com/v1/item/T4_ARMOR_LEATHER_HELL@3,Adept's Hellion Jacket ,,4596,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL3,Exceptional Worked Leather,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_LEATHER_HELL,Adept's Demonhide Leather,1,,,,,,,,,
541,T4_ARMOR_LEATHER_HELL@4,https://render.albiononline.com/v1/item/T4_ARMOR_LEATHER_HELL@4,Adept's Hellion Jacket ,,8042,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL4,Pristine Worked Leather,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_LEATHER_HELL,Adept's Demonhide Leather,1,,,,,,,,,
542,T4_ARMOR_LEATHER_MORGANA,https://render.albiononline.com/v1/item/T4_ARMOR_LEATHER_MORGANA,Adept's Stalker Jacket ,,858,https://render.albiononline.com/v1/item/T4_LEATHER,Worked Leather,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_LEATHER_MORGANA,Adept's Imbued Leather Folds,1,,,,,,,,,
543,T4_ARMOR_LEATHER_MORGANA@1,https://render.albiononline.com/v1/item/T4_ARMOR_LEATHER_MORGANA@1,Adept's Stalker Jacket ,,1501,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL1,Uncommon Worked Leather,16,https://render.albiononline.com/v1/item/T4_ARTEFACT_ARMOR_LEATHER_MORGANA,Adept's Imbued Leather Folds,1,,,,,,,,,
